rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience
24,0,29,0,IRON_I,69,15,14602,51,0,38,0,IRON_II,85,14,11699,500,0,385,0,GOLD_IV,80,13,10757,201,0,203,0,BRONZE_IV,15,14,11702,33,0,43,0,IRON_IV,69,12,9105,10,0,13,0,IRON_I,17,15,13858,8,0,9,0,IRON,I,47,14,12899,116,0,94,0,BRONZE_III,49,15,13291,74,0,98,0,IRON_IV,31,14,11730,446,0,406,0,BRONZE_III,84,14,11821
124,0,107,0,BRONZE_IV,6,13,10491,12,0,12,0,IRON_I,40,10,7202,70,0,71,0,BRONZE_III,16,12,9418,72,0,88,0,IRON_III,4,11,8302,272,0,264,0,BRONZE_III,74,9,5095,17,0,21,0,IRON_I,28,11,7625,8,0,9,0,IRON,I,47,10,6273,100,0,90,0,BRONZE_III,81,9,5757,10,0,14,0,IRON_II,0,10,6371,231,0,243,0,BRONZE_IV,11,8,4808
25,0,32,0,IRON_II,24,16,14838,128,0,134,0,IRON_II,20,14,11703,138,0,138,0,BRONZE_III,97,17,17486,114,0,128,0,BRONZE_IV,29,15,14214,16,0,27,0,IRON_II,12,11,8060,101,0,115,0,BRONZE_IV,35,16,15117,8,0,9,0,IRON,I,47,18,19557,92,0,80,0,BRONZE_IV,66,16,15058,108,0,171,0,IRON_IV,0,16,16398,1227,0,1206,0,SILVER_IV,25,17,17388
154,0,181,0,IRON_I,20,9,5312,211,0,246,0,IRON_III,30,9,5494,431,0,446,0,BRONZE_IV,9,10,6285,448,0,492,0,IRON_II,53,10,6348,151,0,183,0,IRON_IV,49,9,5661,64,0,68,0,BRONZE_IV,12,14,12046,17,0,31,0,BRONZE_IV,38,10,6514,95,0,97,0,BRONZE_IV,6,12,8953,82,0,84,0,BRONZE_III,72,10,6507,8,0,10,0,IRON,I,44,8,4702
7,0,26,0,BRONZE_IV,0,15,14201,103,0,130,0,IRON_III,51,15,13034,8,0,49,0,IRON_III,0,14,12474,535,0,536,0,IRON_II,44,13,10847,51,0,63,0,BRONZE_IV,15,12,9140,200,0,205,0,IRON_IV,86,18,18623,385,0,384,0,BRONZE_III,0,15,13848,98,0,117,0,IRON_I,100,13,11270,82,0,84,0,BRONZE_III,72,13,10088,8,0,10,0,IRON,I,44,12,9790
81,0,89,0,IRON_III,28,10,6981,184,0,172,0,BRONZE_II,21,9,5789,60,0,89,0,IRON_II,46,10,6835,261,0,264,0,SILVER_IV,28,8,4591,89,0,104,0,BRONZE_IV,78,8,4794,920,0,966,0,BRONZE_IV,16,11,7523,0,0,38,0,IRON_IV,0,6,3137,1,0,41,0,IRON_IV,0,9,6115,82,0,84,0,BRONZE_III,72,7,4006,8,0,10,0,IRON,I,44,8,4069
195,0,221,0,BRONZE_II,6,17,17506,56,0,53,0,BRONZE_IV,97,12,8918,113,0,101,0,BRONZE_I,19,14,12942,53,0,70,0,BRONZE_IV,42,13,11218,255,0,275,0,BRONZE_II,0,12,9259,82,0,84,0,BRONZE_III,72,14,11910,195,0,215,0,BRONZE_II,3,14,12609,150,0,161,0,BRONZE_III,88,12,9686,240,0,240,0,BRONZE_IV,19,11,8453,8,0,10,0,IRON,I,44,12,8942
159,0,189,0,SILVER_IV,0,12,9805,31,0,45,0,BRONZE_II,49,11,7687,52,0,63,0,BRONZE_I,15,12,9691,10,0,14,0,BRONZE_III,66,11,7393,36,0,43,0,BRONZE_III,82,11,7340,5,0,5,0,IRON,I,62,14,11442,271,0,275,0,SILVER_II,43,14,12575,17,0,19,0,BRONZE_I,70,13,11213,142,0,133,0,SILVER_IV,45,13,10826,72,0,74,0,SILVER_IV,36,12,9525
57,0,54,0,BRONZE_I,21,15,14206,52,0,49,0,BRONZE_I,11,14,12954,532,0,506,0,BRONZE_I,8,16,15323,74,0,71,0,BRONZE_II,53,14,12449,115,0,119,0,SILVER_IV,54,14,12419,5,0,5,0,IRON,I,62,14,11639,271,0,275,0,SILVER_II,43,16,15485,116,0,109,0,SILVER_IV,51,13,10709,322,0,288,0,SILVER_IV,8,13,10023,72,0,58,0,BRONZE_I,0,11,8433
34,0,28,0,BRONZE_II,76,15,13329,121,0,118,0,BRONZE_IV,16,12,9321,125,0,109,0,SILVER_II,45,13,10624,33,0,53,0,BRONZE_III,39,12,9586,142,0,152,0,SILVER_IV,31,10,6820,5,0,5,0,IRON,I,62,13,10902,271,0,275,0,SILVER_II,43,15,14558,503,0,517,0,BRONZE_I,0,13,11408,31,0,39,0,BRONZE_I,23,13,11100,163,0,160,0,BRONZE_I,43,12,9529
772,0,738,0,SILVER_III,59,17,16910,86,0,97,0,BRONZE_IV,0,17,17092,81,0,81,0,BRONZE_I,56,18,21203,61,0,92,0,SILVER_III,17,16,15774,37,0,57,0,BRONZE_II,37,15,13689,5,0,5,0,IRON,I,62,16,14875,271,0,275,0,SILVER_II,43,18,24911,129,0,118,0,SILVER_IV,3,1,0,216,0,240,0,SILVER_IV,0,18,18631,82,0,99,0,SILVER_IV,32,16,15117
42,0,36,0,BRONZE_I,17,18,20654,202,0,206,0,SILVER_IV,48,18,20959,94,0,96,0,BRONZE_I,11,18,19260,116,0,123,0,BRONZE_II,63,18,22249,28,0,35,0,BRONZE_I,30,15,14619,5,0,5,0,IRON,I,62,17,16918,120,0,123,0,BRONZE_II,19,18,20775,271,0,275,0,SILVER_II,43,18,25901,163,0,142,0,BRONZE_II,87,18,23455,21,0,21,0,SILVER_IV,78,18,21142
62,0,61,0,BRONZE_II,50,14,12306,108,0,116,0,SILVER_IV,7,16,15450,36,0,56,0,BRONZE_III,0,15,13323,82,0,96,0,BRONZE_III,92,14,11849,470,0,468,0,SILVER_IV,58,13,10940,41,0,41,0,BRONZE_I,100,16,16307,10,0,6,0,SILVER_IV,1,14,12082,539,0,501,0,SILVER_IV,52,14,12139,24,0,30,0,IRON,I,9,14,11555,103,0,118,0,BRONZE_III,75,12,9607
361,0,345,0,BRONZE_IV,81,14,11912,295,0,274,0,BRONZE_IV,24,15,13324,83,0,87,0,BRONZE_IV,26,16,15340,228,0,216,0,BRONZE_IV,62,14,11470,32,0,52,0,BRONZE_IV,1,11,8253,278,0,317,0,IRON_II,61,13,10528,20,0,53,0,IRON_II,32,10,7053,31,0,34,0,IRON_I,48,13,10406,24,0,30,0,IRON,I,9,12,8916,64,0,59,0,SILVER_IV,75,10,6244
540,0,573,0,IRON_III,25,8,4447,33,0,50,0,BRONZE_IV,0,8,4569,237,0,237,0,BRONZE_III,10,9,5925,264,0,294,0,BRONZE_IV,45,7,3307,71,0,54,0,SILVER_II,46,6,2906,24,0,43,0,BRONZE_IV,21,10,6667,201,0,166,0,SILVER_IV,0,9,6064,31,0,34,0,IRON_I,48,8,4811,24,0,30,0,IRON,I,9,8,4727,161,0,181,0,BRONZE_IV,0,8,4938
58,0,80,0,BRONZE_IV,66,14,12789,393,0,406,0,IRON_II,40,14,11530,75,0,91,0,IRON_I,20,14,12971,166,0,204,0,IRON_IV,55,14,12470,351,0,357,0,BRONZE_IV,11,13,11102,236,0,240,0,BRONZE_IV,0,16,15382,355,0,342,0,BRONZE_III,21,14,12081,261,0,270,0,IRON_II,46,15,14061,24,0,30,0,IRON,I,9,15,13134,24,0,31,0,IRON_I,74,14,11484
79,0,57,0,BRONZE_II,48,14,12985,95,0,91,0,IRON_II,69,12,9241,181,0,162,0,BRONZE_III,30,12,9332,252,0,276,0,IRON_III,64,13,10065,47,0,74,0,IRON_I,33,11,7390,234,0,221,0,BRONZE_II,36,14,12906,51,0,39,0,BRONZE_III,70,14,12560,56,0,86,0,IRON_I,0,15,14270,24,0,30,0,IRON,I,9,13,10953,373,0,396,0,IRON_III,57,12,8935
44,0,54,0,IRON_I,31,18,21704,42,0,57,0,IRON_II,23,15,14427,227,0,236,0,IRON_I,77,16,15474,37,0,70,0,IRON_III,51,17,18181,7,0,9,0,IRON,I,51,15,14656,67,0,79,0,BRONZE_IV,27,18,18749,84,0,77,0,BRONZE_III,19,17,17142,283,0,302,0,IRON_II,59,18,19466,111,0,115,0,BRONZE_III,66,18,20114,201,0,215,0,BRONZE_IV,0,15,14372
35,0,55,0,BRONZE_IV,0,12,9384,446,0,441,0,BRONZE_IV,35,13,10930,81,0,84,0,BRONZE_IV,2,13,11010,53,0,59,0,IRON_III,16,12,8845,7,0,9,0,IRON,I,51,11,8410,30,0,77,0,IRON_IV,2,12,8908,110,0,177,0,IRON_IV,16,10,7206,24,0,38,0,BRONZE_IV,99,11,7852,20,0,24,0,BRONZE_IV,77,10,7087,26,0,38,0,IRON_III,44,9,6012
174,0,184,0,BRONZE_IV,62,13,10499,152,0,159,0,BRONZE_I,29,12,9580,343,0,360,0,BRONZE_IV,58,15,14275,396,0,374,0,BRONZE_IV,11,11,8505,7,0,9,0,IRON,I,51,8,4878,9,0,16,0,IRON_I,8,15,13033,34,0,28,0,BRONZE_IV,56,15,13685,10,0,13,0,IRON_I,54,14,12530,135,0,159,0,BRONZE_IV,33,13,11375,148,0,165,0,BRONZE_IV,75,13,10765
22,0,40,0,IRON_III,86,13,11300,145,0,181,0,IRON_IV,77,13,10313,16,0,20,0,BRONZE_IV,65,8,4826,180,0,245,0,IRON_IV,50,11,8110,7,0,9,0,IRON,I,51,12,9482,115,0,110,0,BRONZE_III,37,14,11997,41,0,31,0,IRON_II,76,14,12515,44,0,38,0,BRONZE_III,79,15,14689,111,0,98,0,BRONZE_III,50,11,7950,78,0,98,0,BRONZE_IV,24,12,9065
114,0,178,0,IRON_IV,3,14,12070,17,0,18,0,BRONZE_III,17,13,10647,73,0,90,0,BRONZE_II,18,14,12853,240,0,233,0,BRONZE_I,14,13,11209,7,0,9,0,IRON,I,51,14,11521,342,0,317,0,BRONZE_II,66,16,14876,90,0,91,0,BRONZE_III,17,14,11971,104,0,126,0,BRONZE_IV,38,14,12774,191,0,217,0,BRONZE_IV,60,12,9370,94,0,85,0,BRONZE_IV,16,14,11444
54,0,48,0,BRONZE_III,0,14,13014,185,0,155,0,BRONZE_II,59,14,11825,351,0,368,0,BRONZE_IV,26,15,14224,517,0,603,0,IRON_III,16,14,12159,79,0,125,0,IRON_III,44,14,12669,41,0,42,0,BRONZE_IV,20,17,17146,89,0,103,0,IRON_I,68,17,16848,45,0,45,0,IRON,I,27,16,15498,9,0,22,0,BRONZE_IV,14,13,10439,10,0,21,0,IRON_I,64,14,12760
84,0,103,0,BRONZE_IV,85,13,10014,153,0,196,0,BRONZE_IV,10,13,10688,86,0,70,0,BRONZE_II,25,14,12577,258,0,258,0,BRONZE_IV,83,13,11413,328,0,344,0,IRON_II,7,9,5712,98,0,109,0,SILVER_II,40,14,12737,157,0,175,0,IRON_II,79,14,11576,92,0,95,0,IRON_II,53,11,7876,21,0,20,0,IRON,I,45,13,10870,14,0,50,0,IRON_IV,0,7,3864
83,0,95,0,BRONZE_IV,0,16,16399,233,0,198,0,BRONZE_II,53,18,18944,46,0,32,0,IRON_I,92,16,14893,130,0,115,0,BRONZE_III,95,14,12543,28,0,53,0,IRON_II,51,14,12257,137,0,168,0,BRONZE_IV,64,15,14450,136,0,135,0,BRONZE_II,65,15,14455,157,0,175,0,IRON_II,79,17,16879,21,0,20,0,IRON,I,45,13,10954,41,0,49,0,BRONZE_IV,76,14,12501
181,0,163,0,BRONZE_I,59,15,13898,104,0,101,0,BRONZE_III,74,13,10914,97,0,116,0,IRON_IV,84,14,11471,82,0,63,0,BRONZE_II,35,13,10770,88,0,83,0,BRONZE_I,58,13,10797,36,0,42,0,BRONZE_IV,1,13,9993,96,0,119,0,IRON_IV,75,13,9990,126,0,131,0,BRONZE_II,38,13,10874,10,0,9,0,BRONZE_IV,8,12,8825,6,0,7,0,IRON,I,0,10,6326
181,0,188,0,BRONZE_III,0,16,14714,240,0,264,0,BRONZE_IV,22,14,11973,99,0,111,0,BRONZE_IV,13,15,14400,54,0,53,0,IRON_I,80,15,13801,12,0,44,0,IRON_II,37,11,8316,141,0,117,0,BRONZE_III,69,17,17868,29,0,49,0,BRONZE_IV,15,15,14558,239,0,227,0,IRON_II,70,15,14297,501,0,523,0,IRON_II,28,15,14011,20,0,19,0,IRON,I,100,14,12739
76,0,123,0,SILVER_IV,11,10,6868,80,0,97,0,BRONZE_IV,73,8,4563,84,0,118,0,IRON_III,0,8,4633,113,0,129,0,BRONZE_IV,59,8,4784,24,0,58,0,IRON_III,38,7,3451,26,0,31,0,IRON_III,13,10,6915,346,0,348,0,SILVER_IV,0,10,6681,154,0,153,0,BRONZE_IV,57,10,6774,132,0,150,0,BRONZE_IV,8,8,5037,20,0,19,0,IRON,I,100,7,3815
14,0,19,0,BRONZE_IV,28,11,8101,251,0,282,0,IRON_I,41,13,10749,226,0,216,0,IRON_II,36,16,15791,254,0,271,0,IRON_II,30,10,6584,23,0,65,0,IRON_IV,0,10,6699,151,0,173,0,BRONZE_IV,0,15,13763,178,0,180,0,BRONZE_IV,68,12,9059,151,0,147,0,BRONZE_IV,27,14,12407,104,0,128,0,IRON_III,51,13,10190,20,0,19,0,IRON,I,100,12,9305
39,0,49,0,BRONZE_IV,72,14,12239,45,0,70,0,BRONZE_IV,8,16,15397,12,0,16,0,IRON_II,85,16,14937,39,0,46,0,IRON_II,78,16,15826,139,0,176,0,IRON_III,48,16,16220,21,0,34,0,BRONZE_III,39,16,15596,215,0,238,0,IRON_III,39,15,13206,18,0,38,0,IRON_I,100,16,15447,14,0,59,0,IRON_IV,0,15,14222,20,0,19,0,IRON,I,100,14,11910
24,0,43,0,IRON_I,13,13,10963,52,0,69,0,IRON_IV,51,12,9892,254,0,255,0,BRONZE_IV,92,13,10849,161,0,187,0,IRON_IV,39,11,8037,19,0,48,0,IRON_III,19,9,5769,22,0,40,0,BRONZE_IV,72,15,13144,26,0,45,0,IRON_III,0,13,10898,93,0,109,0,BRONZE_IV,27,14,12191,159,0,194,0,IRON_IV,39,15,13537,20,0,19,0,IRON,I,100,12,9593
3,0,7,0,IRON,I,11,11,8264,156,0,174,0,IRON_II,13,11,7858,345,0,393,0,IRON_IV,75,11,7441,116,0,72,0,GOLD_IV,75,11,7568,137,0,148,0,IRON_I,68,9,5731,140,0,159,0,BRONZE_IV,7,14,12959,147,0,124,0,BRONZE_II,54,12,9951,99,0,111,0,BRONZE_III,64,12,9605,43,0,41,0,BRONZE_I,9,13,10065,169,0,162,0,BRONZE_III,76,12,9090
3,0,7,0,IRON,I,11,17,18239,69,0,88,0,IRON_III,3,15,13921,248,0,267,0,BRONZE_IV,53,16,15862,38,0,48,0,BRONZE_IV,2,14,12796,106,0,124,0,BRONZE_II,28,15,13350,50,0,77,0,IRON_III,38,15,14544,179,0,194,0,IRON_III,58,14,11634,297,0,287,0,BRONZE_III,62,15,13621,96,0,105,0,BRONZE_III,0,16,14818,69,0,88,0,BRONZE_IV,0,15,13454
3,0,7,0,IRON,I,11,15,13880,95,0,95,0,BRONZE_II,23,13,11131,69,0,116,0,IRON_IV,60,14,12197,677,0,675,0,SILVER_IV,0,12,8838,34,0,44,0,BRONZE_III,36,12,9542,300,0,309,0,BRONZE_IV,27,15,13699,219,0,209,0,SILVER_IV,27,16,16362,242,0,211,0,SILVER_IV,0,17,16651,274,0,262,0,BRONZE_IV,28,13,10613,168,0,129,0,BRONZE_I,37,13,10266
3,0,7,0,IRON,I,11,18,19313,98,0,87,0,BRONZE_III,13,17,17258,188,0,153,0,SILVER_IV,35,17,18243,369,0,364,0,IRON_I,3,14,12203,63,0,60,0,BRONZE_IV,9,16,15260,192,0,179,0,SILVER_III,34,16,15818,49,0,44,0,IRON_III,30,14,12349,89,0,78,0,BRONZE_III,0,18,19362,33,0,45,0,IRON_IV,58,14,12872,149,0,130,0,BRONZE_I,100,16,15605
3,0,7,0,IRON,I,11,18,26510,161,0,186,0,IRON_III,42,15,14405,308,0,300,0,SILVER_IV,0,18,21941,91,0,102,0,BRONZE_IV,50,16,16305,179,0,187,0,IRON_II,27,17,16865,337,0,358,0,IRON_I,51,18,21148,87,0,100,0,IRON_II,10,18,19323,88,0,84,0,IRON_IV,75,18,20368,13,0,15,0,IRON_I,36,18,19138,19,0,23,0,IRON_I,59,18,19174
46,0,54,0,SILVER_IV,28,15,13770,260,0,255,0,GOLD_I,0,18,18448,46,0,33,0,SILVER_IV,87,15,14437,67,0,77,0,BRONZE_III,6,14,12515,10,0,11,0,IRON,I,65,14,12160,20,0,20,0,BRONZE_I,23,16,14820,7,0,6,0,BRONZE_III,65,17,17906,128,0,126,0,SILVER_IV,19,18,18919,24,0,19,0,PLATINUM_IV,10,18,19045,23,0,26,0,SILVER_IV,12,16,15487
277,0,283,0,SILVER_IV,70,12,9000,141,0,107,0,SILVER_IV,11,12,8760,64,0,77,0,BRONZE_III,23,12,9481,126,0,147,0,BRONZE_III,15,11,7373,220,0,224,0,BRONZE_II,34,9,5869,118,0,154,0,BRONZE_IV,0,12,9357,219,0,192,0,BRONZE_II,71,9,5435,4,0,12,0,IRON,I,88,10,7068,143,0,152,0,BRONZE_II,26,9,5921,322,0,324,0,BRONZE_III,29,8,4757
46,0,64,0,BRONZE_IV,74,13,11124,44,0,47,0,BRONZE_III,46,10,6718,362,0,321,0,SILVER_III,1,13,10228,293,0,295,0,BRONZE_II,47,10,6807,17,0,50,0,IRON_IV,75,9,5062,216,0,225,0,BRONZE_II,37,15,13841,459,0,479,0,SILVER_IV,25,13,10306,4,0,12,0,IRON,I,88,12,8858,298,0,296,0,SILVER_IV,2,13,10384,34,0,43,0,BRONZE_I,0,11,7468
93,0,139,0,BRONZE_III,0,11,8033,244,0,235,0,BRONZE_I,18,10,6411,6,0,45,0,IRON_IV,0,7,3847,4,0,12,0,BRONZE_IV,40,8,4984,27,0,37,0,BRONZE_III,52,8,4525,326,0,311,0,BRONZE_II,16,12,8708,326,0,311,0,BRONZE_II,16,10,7189,4,0,12,0,IRON,I,88,10,6624,40,0,27,0,SILVER_III,20,9,5922,142,0,136,0,BRONZE_III,36,10,6343
183,0,183,0,BRONZE_IV,27,18,23857,35,0,51,0,BRONZE_IV,19,18,19427,19,0,29,0,BRONZE_IV,0,18,21355,116,0,144,0,IRON,I,31,17,17528,49,0,86,0,IRON_IV,48,16,15727,46,0,55,0,BRONZE_IV,56,18,28590,60,0,85,0,IRON_III,56,18,20698,19,0,18,0,BRONZE_IV,4,18,21354,64,0,81,0,BRONZE_IV,0,18,22826,63,0,86,0,IRON_I,69,18,19047
54,0,77,0,IRON_II,75,16,15113,96,0,119,0,BRONZE_IV,42,15,14228,18,0,25,0,IRON_II,70,14,12300,116,0,144,0,IRON,I,31,13,10750,11,0,30,0,IRON_I,87,12,9639,12,0,18,0,IRON_I,69,15,13529,125,0,158,0,IRON_III,0,12,9216,94,0,74,0,IRON_I,16,14,12390,36,0,32,0,IRON_II,8,11,7564,181,0,185,0,BRONZE_IV,35,13,10205
63,0,72,0,BRONZE_IV,62,17,17354,241,0,282,0,BRONZE_IV,21,16,14735,193,0,220,0,BRONZE_IV,24,16,14835,116,0,144,0,IRON,I,31,15,14115,45,0,58,0,BRONZE_IV,0,15,13319,105,0,95,0,BRONZE_IV,22,15,14331,77,0,97,0,BRONZE_IV,35,17,16610,19,0,30,0,BRONZE_IV,60,16,16270,11,0,10,0,IRON_I,34,17,18339,175,0,167,0,BRONZE_III,63,15,13434
92,0,77,0,IRON_III,65,11,8035,70,0,78,0,BRONZE_IV,61,11,7312,78,0,115,0,BRONZE_IV,0,11,7500,116,0,144,0,IRON,I,31,10,6882,6,0,20,0,BRONZE_III,0,9,5343,71,0,80,0,BRONZE_III,51,15,13676,40,0,45,0,IRON_I,84,11,8313,158,0,177,0,BRONZE_IV,10,12,8879,309,0,296,0,BRONZE_IV,0,10,6164,65,0,75,0,IRON_II,18,10,6805
20,0,39,0,IRON_II,31,13,11095,23,0,35,0,IRON_I,94,11,7577,114,0,134,0,BRONZE_IV,46,12,9550,116,0,144,0,IRON,I,31,11,8549,127,0,158,0,BRONZE_IV,0,10,6570,5,0,24,0,IRON_III,43,11,7874,116,0,123,0,BRONZE_IV,0,11,7946,414,0,378,0,BRONZE_IV,17,11,7735,10,0,18,0,IRON_III,48,10,6319,4,0,21,0,IRON_I,82,8,4728
106,0,137,0,IRON_I,75,17,17419,110,0,108,0,IRON_II,78,16,16101,100,0,82,0,BRONZE_III,36,18,18539,19,0,33,0,IRON_II,2,17,16719,28,0,44,0,IRON,I,79,15,14301,93,0,87,0,BRONZE_I,38,18,22820,152,0,162,0,BRONZE_IV,74,18,20676,118,0,136,0,BRONZE_IV,7,18,18791,36,0,58,0,BRONZE_IV,35,17,17822,37,0,62,0,IRON_I,2,15,13798
10,0,14,0,IRON_II,96,17,17311,77,0,87,0,BRONZE_IV,68,15,14424,342,0,403,0,BRONZE_IV,42,16,16192,19,0,33,0,IRON_II,2,13,10960,28,0,44,0,IRON,I,79,13,11398,192,0,233,0,IRON_III,10,14,12022,140,0,167,0,BRONZE_III,64,13,11089,45,0,61,0,BRONZE_III,0,13,11220,25,0,50,0,IRON_I,44,12,9127,60,0,63,0,BRONZE_I,0,12,9576
60,0,63,0,BRONZE_I,0,14,11817,11,0,14,0,IRON_I,75,12,8883,13,0,16,0,IRON,I,100,13,10887,13,0,16,0,IRON_I,100,12,9297,13,0,16,0,IRON_I,100,11,8329,13,0,16,0,IRON_I,100,11,7678,10,0,12,0,SILVER_IV,11,10,6830,10,0,12,0,SILVER_IV,11,12,8617,39,0,52,0,BRONZE_III,57,10,6815,28,0,46,0,BRONZE_II,37,10,6973
6,0,6,0,BRONZE_IV,22,16,15691,13,0,16,0,IRON_I,100,15,14545,13,0,16,0,IRON,I,100,15,14626,11,0,14,0,IRON_I,75,14,11891,11,0,14,0,IRON_I,75,13,10459,5,0,8,0,BRONZE_II,75,14,13013,16,0,15,0,BRONZE_II,66,17,16927,25,0,27,0,SILVER_IV,50,16,14845,23,0,19,0,GOLD_III,81,15,14570,6,0,6,0,BRONZE_IV,22,14,11806
11,0,7,0,BRONZE_I,70,14,12142,11,0,14,0,IRON_I,75,13,10887,13,0,16,0,IRON,I,100,12,9190,312,0,290,0,PLATINUM_IV,0,15,13341,13,0,16,0,IRON_I,100,12,9331,13,0,15,0,SILVER_II,19,15,13725,31,0,49,0,GOLD_IV,52,15,14450,28,0,14,0,SILVER_I,85,14,12098,22,0,28,0,SILVER_IV,30,14,12882,6,0,4,0,BRONZE_III,66,14,12396
6,0,4,0,BRONZE_III,66,13,11047,11,0,14,0,IRON_I,75,11,7940,13,0,16,0,IRON,I,100,10,7136,11,0,14,0,IRON_I,75,14,12312,25,0,50,0,IRON_III,47,9,5904,85,0,77,0,GOLD_III,0,10,6327,89,0,92,0,SILVER_III,52,11,8544,70,0,64,0,GOLD_IV,24,10,6621,4,0,6,0,IRON_I,44,10,6271,37,0,44,0,BRONZE_I,2,10,6738
162,0,158,0,BRONZE_II,95,16,15456,66,0,85,0,BRONZE_IV,45,13,10478,170,0,171,0,BRONZE_II,0,13,10076,7,0,8,0,IRON,I,90,12,9933,60,0,72,0,BRONZE_IV,61,12,9493,84,0,91,0,BRONZE_II,51,15,14519,139,0,148,0,BRONZE_III,17,16,15397,139,0,148,0,BRONZE_III,17,16,14881,326,0,330,0,BRONZE_III,15,13,11131,64,0,64,0,BRONZE_II,58,14,11657
39,0,41,0,BRONZE_III,38,17,17510,97,0,96,0,BRONZE_I,71,17,16811,61,0,37,0,SILVER_IV,16,18,19995,7,0,8,0,IRON,I,90,17,17935,152,0,130,0,BRONZE_II,57,16,15378,375,0,381,0,BRONZE_II,15,17,18331,287,0,286,0,BRONZE_I,88,18,18660,360,0,360,0,BRONZE_III,63,18,18798,159,0,158,0,BRONZE_III,93,17,16521,158,0,196,0,BRONZE_III,36,14,12037
59,0,68,0,BRONZE_II,76,13,10091,157,0,97,0,BRONZE_III,30,13,10332,118,0,138,0,BRONZE_II,0,11,7395,7,0,8,0,IRON,I,90,12,8835,85,0,99,0,BRONZE_II,75,11,8051,292,0,273,0,SILVER_III,40,15,13688,343,0,343,0,BRONZE_III,77,14,11769,317,0,324,0,BRONZE_II,9,13,10950,216,0,227,0,SILVER_II,18,14,11996,203,0,178,0,SILVER_III,52,12,9139
33,0,56,0,IRON_III,10,12,9205,15,0,20,0,IRON,I,56,9,5219,100,0,138,0,IRON_IV,66,10,7076,59,0,91,0,IRON_III,5,11,8110,38,0,77,0,IRON_IV,0,8,4995,154,0,167,0,IRON_II,32,11,8360,48,0,53,0,IRON_I,10,12,9137,35,0,61,0,IRON_II,50,9,5594,65,0,77,0,BRONZE_IV,37,12,9336,204,0,220,0,BRONZE_III,3,10,6895
113,0,136,0,IRON_I,83,18,20820,15,0,20,0,IRON,I,56,17,18325,73,0,64,0,BRONZE_IV,36,18,22252,161,0,182,0,IRON_IV,13,17,18062,25,0,64,0,IRON_IV,0,15,13636,69,0,89,0,IRON_II,32,18,20664,128,0,141,0,IRON_II,46,18,23146,72,0,74,0,BRONZE_IV,0,18,21934,140,0,145,0,BRONZE_III,33,18,24111,66,0,94,0,BRONZE_IV,15,18,19664
141,0,153,0,BRONZE_III,72,17,17546,15,0,20,0,IRON,I,56,14,13003,104,0,99,0,BRONZE_IV,36,16,15507,28,0,50,0,BRONZE_IV,0,16,16133,42,0,64,0,BRONZE_III,58,14,12634,13,0,14,0,BRONZE_III,23,18,18408,209,0,193,0,BRONZE_III,20,18,18580,25,0,43,0,IRON_I,64,17,17349,254,0,233,0,BRONZE_II,69,17,17356,203,0,175,0,BRONZE_II,13,15,14430
54,0,67,0,BRONZE_III,90,18,18481,15,0,20,0,IRON,I,56,14,12444,116,0,139,0,BRONZE_IV,43,13,11164,39,0,33,0,BRONZE_III,60,14,12044,347,0,336,0,BRONZE_IV,75,15,13215,70,0,82,0,BRONZE_IV,67,17,17018,30,0,57,0,IRON_II,29,17,17405,98,0,79,0,SILVER_III,77,18,18931,158,0,166,0,BRONZE_IV,82,14,12502,176,0,163,0,BRONZE_II,78,16,16319
