rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
107,0,97,0,SILVER_III,88,14,12145,219,0,185,0,SILVER_III,46,13,10458,33,0,34,0,BRONZE_I,50,13,11187,140,0,123,0,SILVER_II,31,13,10017,240,0,253,0,SILVER_III,32,11,7618,29,0,28,0,SILVER_IV,1,14,12180,160,0,158,0,SILVER_III,46,12,8893,267,0,254,0,SILVER_IV,50,13,10176,79,0,83,0,SILVER_IV,0,12,9157,47,0,55,0,SILVER,IV,20,10,6301
448,0,444,0,GOLD_IV,27,18,20031,364,0,395,0,SILVER_IV,30,17,17862,305,0,294,0,SILVER_III,40,16,15520,95,0,114,0,SILVER_III,45,16,16402,224,0,222,0,GOLD_IV,7,15,14053,300,0,295,0,SILVER_III,45,18,21084,232,0,209,0,SILVER_III,2,18,18617,446,0,451,0,SILVER_III,26,17,17106,159,0,155,0,SILVER_III,60,17,16910,47,0,55,0,SILVER,IV,20,15,14640
546,0,562,0,SILVER_II,15,2,512,43,0,51,0,SILVER_IV,15,3,985,458,0,470,0,SILVER_III,77,3,997,421,0,440,0,SILVER_III,82,3,959,138,0,167,0,SILVER_IV,14,1,0,126,0,123,0,GOLD_IV,47,4,1169,277,0,234,0,SILVER_II,29,3,1114,168,0,162,0,SILVER_III,0,3,1115,113,0,112,0,SILVER_III,4,2,639,47,0,55,0,SILVER,IV,20,3,700
273,0,249,0,SILVER_III,44,18,19764,117,0,119,0,GOLD_IV,14,15,13409,122,0,134,0,SILVER_III,75,14,11795,162,0,148,0,SILVER_III,65,13,11272,253,0,251,0,SILVER_I,42,13,10111,126,0,123,0,GOLD_IV,47,13,11367,126,0,135,0,SILVER_IV,0,17,17288,110,0,117,0,SILVER_II,35,14,12894,113,0,112,0,SILVER_III,4,15,13123,47,0,55,0,SILVER,IV,20,12,9149
60,0,63,0,BRONZE_I,100,17,17940,38,0,54,0,BRONZE_IV,74,17,17648,68,0,67,0,SILVER_IV,31,18,20142,49,0,50,0,SILVER_IV,66,17,18336,70,0,60,0,SILVER,IV,52,16,16183,152,0,158,0,SILVER_IV,1,18,28394,45,0,56,0,BRONZE_III,75,18,22399,57,0,73,0,SILVER_IV,98,18,24128,140,0,142,0,SILVER_IV,75,17,17188,66,0,71,0,BRONZE_I,64,16,16041
1500,0,1452,0,SILVER_IV,72,16,14733,217,0,192,0,SILVER_IV,13,13,11274,325,0,259,0,SILVER_III,14,12,9252,117,0,123,0,SILVER_III,0,13,10534,70,0,60,0,SILVER,IV,52,13,10705,119,0,146,0,SILVER_III,26,16,15217,144,0,137,0,SILVER_III,14,16,15221,583,0,585,0,SILVER_II,0,17,17648,274,0,253,0,SILVER_II,0,14,12337,414,0,414,0,SILVER_III,47,13,11044
142,0,179,0,SILVER_IV,46,16,15858,139,0,142,0,SILVER_IV,78,15,14352,252,0,263,0,SILVER_IV,46,16,15672,235,0,215,0,SILVER_IV,46,14,12944,70,0,60,0,SILVER,IV,52,14,11842,430,0,411,0,SILVER_IV,47,18,19260,84,0,85,0,SILVER_IV,54,16,15734,202,0,226,0,SILVER_III,57,16,16433,256,0,271,0,SILVER_IV,66,17,17583,151,0,147,0,SILVER_IV,32,15,13556
13,0,20,0,SILVER_III,55,13,10169,11,0,14,0,BRONZE_I,33,10,6927,5,0,6,0,SILVER_III,35,10,6625,17,0,16,0,SILVER_IV,36,8,4742,48,0,51,0,SILVER,IV,8,9,5209,37,0,49,0,SILVER_IV,13,11,8048,37,0,49,0,SILVER_IV,13,12,8621,24,0,19,0,SILVER_II,4,12,8646,186,0,188,0,SILVER_IV,44,12,8635,186,0,188,0,SILVER_IV,44,10,7283
23,0,17,0,SILVER_II,48,12,9863,23,0,17,0,SILVER_II,48,12,9663,5,0,6,0,SILVER_III,35,12,9428,33,0,27,0,SILVER_IV,73,11,8548,48,0,51,0,SILVER,IV,8,11,7529,39,0,38,0,SILVER_II,32,14,12179,31,0,28,0,SILVER_II,34,14,12372,52,0,57,0,SILVER_II,92,14,11799,11,0,14,0,SILVER_IV,19,13,10154,19,0,21,0,SILVER_II,54,12,8686
8,0,11,0,BRONZE_I,50,16,15130,8,0,11,0,BRONZE_I,50,16,15425,5,0,6,0,SILVER_III,35,14,12006,20,0,16,0,SILVER_II,21,14,12670,48,0,51,0,SILVER,IV,8,13,10492,10,0,11,0,SILVER_IV,0,13,10846,16,0,2,0,SILVER_IV,52,14,12988,64,0,52,0,SILVER_III,89,15,13929,12,0,10,0,SILVER_III,83,16,14962,3,0,8,0,BRONZE_I,31,12,9809
47,0,51,0,BRONZE_I,45,11,8498,45,0,62,0,SILVER_I,3,11,8389,89,0,88,0,SILVER_IV,10,10,6897,4,0,9,0,IRON_I,25,10,6743,48,0,51,0,SILVER,IV,8,11,8039,73,0,74,0,SILVER_IV,70,15,13050,284,0,270,0,SILVER_II,17,11,7858,88,0,108,0,BRONZE_IV,41,12,8768,170,0,159,0,SILVER_II,43,12,8996,207,0,224,0,SILVER_II,0,11,7519
111,0,107,0,BRONZE_I,29,8,4883,22,0,38,0,SILVER_IV,13,5,1817,263,0,246,0,SILVER_II,8,8,4771,21,0,24,0,BRONZE_II,0,6,2481,48,0,51,0,SILVER,IV,8,5,2075,244,0,233,0,SILVER_IV,72,9,5579,95,0,126,0,SILVER_IV,10,7,3603,182,0,179,0,SILVER_III,16,9,5922,269,0,239,0,SILVER_III,21,7,3690,318,0,315,0,SILVER_IV,33,7,3327
66,0,77,0,SILVER_IV,58,10,6514,188,0,182,0,SILVER_II,8,8,4407,84,0,107,0,BRONZE_II,45,8,4151,348,0,359,0,SILVER_IV,0,7,3871,111,0,112,0,SILVER_III,27,6,2714,616,0,544,0,SILVER_II,15,8,4451,234,0,227,0,SILVER_IV,8,6,2680,408,0,405,0,SILVER_III,22,8,4076,71,0,66,0,SILVER,IV,0,5,2169,218,0,221,0,SILVER_IV,76,5,2295
105,0,88,0,SILVER_III,0,18,18581,58,0,77,0,SILVER_IV,59,17,16568,226,0,264,0,BRONZE_III,74,18,18591,200,0,193,0,SILVER_III,17,15,13890,241,0,227,0,BRONZE_II,65,15,14497,500,0,385,0,GOLD_IV,80,16,15229,340,0,329,0,SILVER_II,48,16,15088,56,0,46,0,SILVER_IV,13,14,12564,71,0,66,0,SILVER,IV,0,14,11668,186,0,177,0,SILVER_IV,61,15,13380
105,0,88,0,SILVER_III,0,11,7744,66,0,85,0,BRONZE_I,49,11,7524,40,0,55,0,BRONZE_III,15,10,6433,295,0,294,0,SILVER_IV,15,9,5597,156,0,152,0,SILVER_IV,75,8,4879,57,0,45,0,SILVER_IV,83,9,5304,206,0,217,0,BRONZE_II,23,8,4826,56,0,46,0,SILVER_IV,13,9,5333,71,0,66,0,SILVER,IV,0,8,4571,167,0,172,0,SILVER_II,33,8,4586
170,0,171,0,SILVER_IV,21,14,12747,328,0,337,0,SILVER_IV,0,13,10036,172,0,172,0,BRONZE_II,12,13,10606,51,0,51,0,SILVER_II,30,13,10538,78,0,64,0,BRONZE_IV,77,12,8959,229,0,242,0,SILVER_IV,45,13,10065,106,0,125,0,SILVER_IV,75,12,8959,56,0,46,0,SILVER_IV,13,13,10004,71,0,66,0,SILVER,IV,0,11,8052,99,0,90,0,BRONZE_III,60,10,6583
158,0,172,0,BRONZE_I,0,15,14535,146,0,180,0,BRONZE_II,70,15,13203,25,0,31,0,BRONZE_II,56,16,14793,13,0,17,0,BRONZE_II,74,14,12049,88,0,97,0,BRONZE_II,24,13,10249,93,0,101,0,SILVER_IV,0,14,11619,56,0,46,0,SILVER_IV,13,12,8657,122,0,127,0,BRONZE_II,31,11,8507,71,0,66,0,SILVER,IV,0,11,7857,363,0,358,0,SILVER_IV,62,10,7254
98,0,98,0,BRONZE_I,10,13,11240,103,0,104,0,SILVER,IV,16,14,11804,11,0,23,0,BRONZE_III,23,10,6712,93,0,108,0,BRONZE_II,54,12,9856,6,0,39,0,IRON_IV,61,10,6365,369,0,373,0,BRONZE_I,7,13,10453,300,0,307,0,BRONZE_III,66,13,10623,40,0,61,0,BRONZE_II,0,15,14122,164,0,183,0,BRONZE_II,61,12,9003,94,0,118,0,BRONZE_III,66,13,11259
152,0,173,0,SILVER_IV,16,16,16392,103,0,104,0,SILVER,IV,16,17,17199,57,0,64,0,BRONZE_II,92,15,13821,128,0,111,0,SILVER_IV,30,14,11933,422,0,438,0,SILVER_III,13,14,12955,534,0,566,0,BRONZE_I,49,14,11712,180,0,190,0,BRONZE_II,0,12,9234,230,0,207,0,SILVER_III,77,15,13939,77,0,81,0,SILVER_IV,4,15,13918,151,0,150,0,SILVER_III,52,12,9379
122,0,137,0,SILVER_III,75,15,13841,144,0,152,0,SILVER_II,0,16,15003,440,0,412,0,SILVER_III,77,15,14540,278,0,286,0,SILVER_II,15,15,13645,173,0,156,0,SILVER_II,7,14,12153,26,0,23,0,SILVER,IV,33,15,13935,128,0,134,0,SILVER_II,43,14,12942,89,0,100,0,SILVER_III,30,14,11844,286,0,286,0,SILVER_III,61,15,13354,191,0,175,0,SILVER_II,11,13,10134
46,0,52,0,SILVER_II,19,17,17082,42,0,41,0,SILVER_III,43,15,13829,56,0,86,0,SILVER_III,52,17,17222,25,0,38,0,SILVER_IV,58,15,14150,73,0,61,0,SILVER_III,60,14,12622,26,0,23,0,SILVER,IV,33,15,14196,15,0,28,0,BRONZE_I,13,14,12438,191,0,163,0,SILVER_II,0,15,13414,401,0,400,0,SILVER_III,6,14,12172,29,0,16,0,SILVER_IV,58,13,11201
11,0,13,0,BRONZE_I,57,12,9258,10,0,5,0,BRONZE_I,57,12,8883,10,0,5,0,BRONZE_I,57,12,9060,17,0,21,0,SILVER_IV,60,11,7459,18,0,18,0,SILVER_IV,52,10,6744,26,0,23,0,SILVER,IV,33,13,10228,18,0,22,0,BRONZE_I,46,14,12220,10,0,14,0,SILVER_IV,72,14,12257,20,0,23,0,BRONZE_I,86,13,10536,10,0,5,0,BRONZE_I,52,11,8403
24,0,28,0,SILVER_IV,54,16,14926,10,0,8,0,SILVER_II,11,14,12713,30,0,40,0,SILVER_III,99,15,13202,8,0,10,0,BRONZE_I,78,12,9565,16,0,15,0,SILVER_IV,59,12,8841,26,0,23,0,SILVER,IV,33,13,11009,15,0,16,0,SILVER_IV,83,11,8252,207,0,221,0,SILVER_III,25,13,10214,32,0,33,0,BRONZE_III,60,12,8851,23,0,24,0,SILVER_I,61,11,7344
115,0,119,0,SILVER_III,82,17,17867,323,0,330,0,SILVER_II,9,15,14283,38,0,44,0,SILVER_II,41,17,16551,135,0,158,0,SILVER_II,0,16,15704,289,0,241,0,SILVER_II,54,14,11465,26,0,23,0,SILVER,IV,33,17,17846,89,0,83,0,SILVER_II,28,17,18281,200,0,182,0,SILVER_I,22,18,20744,151,0,155,0,SILVER_II,49,18,18622,76,0,86,0,SILVER_II,26,15,13667
3,0,12,0,BRONZE_III,22,12,9692,7,0,6,0,BRONZE_III,84,11,7516,10,0,16,0,BRONZE_I,38,7,3871,10,0,16,0,BRONZE_I,38,11,7764,10,0,16,0,BRONZE_I,38,10,6713,25,0,21,0,SILVER,IV,85,13,10698,14,0,26,0,BRONZE_II,31,12,9116,14,0,26,0,BRONZE_II,31,13,10778,7,0,5,0,BRONZE_III,75,11,8147,7,0,5,0,BRONZE_III,75,8,4902
97,0,92,0,SILVER_II,87,18,21786,219,0,216,0,SILVER_IV,55,17,18221,131,0,130,0,SILVER_III,43,18,20996,109,0,113,0,SILVER_III,55,18,20006,168,0,191,0,SILVER_IV,34,16,14818,25,0,21,0,SILVER,IV,85,18,20144,39,0,47,0,SILVER_III,79,17,17144,139,0,145,0,SILVER_III,88,17,17223,41,0,55,0,SILVER_III,75,17,17161,14,0,16,0,BRONZE_I,23,16,16067
220,0,204,0,BRONZE_II,75,14,12648,474,0,482,0,BRONZE_II,23,16,16226,16,0,16,0,SILVER_IV,27,16,15957,131,0,129,0,BRONZE_IV,66,14,12083,131,0,129,0,BRONZE_IV,66,14,11448,25,0,21,0,SILVER,IV,85,15,14199,65,0,83,0,BRONZE_IV,6,12,8656,9,0,17,0,BRONZE_II,11,12,9015,51,0,67,0,BRONZE_IV,0,12,9072,69,0,72,0,BRONZE_III,47,11,7964
13,0,10,0,SILVER_II,17,16,15654,7,0,6,0,SILVER,IV,67,15,13453,7,0,6,0,SILVER_IV,67,18,19553,7,0,6,0,SILVER_IV,67,15,14369,7,0,3,0,SILVER_III,1,14,12505,23,0,16,0,SILVER_I,22,16,15861,5,0,6,0,SILVER_IV,20,15,14697,12,0,11,0,SILVER_IV,0,12,9355,11,0,8,0,SILVER_III,87,15,13128,8,0,9,0,SILVER_III,58,14,12539
3,0,32,0,BRONZE_IV,0,15,13092,7,0,6,0,SILVER,IV,67,14,12153,3,0,32,0,BRONZE_IV,0,14,12939,10,0,9,0,SILVER_III,54,15,14076,6,0,7,0,SILVER_II,20,11,8513,13,0,10,0,SILVER_IV,19,17,16800,14,0,7,0,GOLD_IV,57,17,18208,14,0,7,0,SILVER_I,56,16,16467,7,0,6,0,SILVER_IV,80,15,13158,3,0,32,0,BRONZE_IV,0,13,10825
11,0,5,0,BRONZE_I,84,13,11144,7,0,6,0,SILVER,IV,67,12,9037,16,0,10,0,GOLD_IV,78,13,10174,15,0,11,0,GOLD_IV,1,12,9763,18,0,14,0,SILVER_I,72,12,9380,13,0,9,0,SILVER_I,59,13,10364,11,0,5,0,BRONZE_I,84,12,9166,11,0,5,0,BRONZE_I,84,13,10851,11,0,5,0,BRONZE_I,84,11,7408,11,0,5,0,BRONZE_I,84,10,6952
4,0,14,0,SILVER_IV,44,13,10408,7,0,6,0,SILVER,IV,67,15,13166,21,0,26,0,SILVER_IV,44,13,11014,7,0,6,0,SILVER_IV,67,15,14207,7,0,6,0,SILVER_IV,67,12,9218,7,0,6,0,SILVER_IV,79,17,16868,8,0,2,0,SILVER_III,33,16,15106,8,0,5,0,SILVER_II,1,14,12519,8,0,5,0,SILVER_II,1,14,12076,8,0,4,0,SILVER_I,1,11,7426
6,0,4,0,BRONZE_II,69,18,24203,7,0,6,0,SILVER,IV,67,18,20274,6,0,4,0,BRONZE_II,69,18,18512,7,0,3,0,SILVER_II,1,18,19551,7,0,3,0,SILVER_II,1,15,14587,19,0,10,0,SILVER_I,44,18,18435,40,0,32,0,SILVER_I,67,16,16406,17,0,15,0,SILVER_III,64,16,15194,8,0,6,0,BRONZE_II,93,15,13952,6,0,4,0,BRONZE_II,69,14,11926
4,0,7,0,SILVER_IV,78,12,9875,38,0,37,0,PLATINUM_IV,0,12,9384,101,0,101,0,GOLD_III,89,11,8564,15,0,10,0,SILVER,IV,69,12,9631,23,0,17,0,SILVER_I,86,11,7472,16,0,11,0,SILVER_I,9,14,12889,40,0,21,0,PLATINUM_III,50,14,11536,31,0,29,0,GOLD_III,75,15,13290,63,0,58,0,SILVER_II,75,12,9362,66,0,57,0,PLATINUM_IV,33,12,9402
16,0,14,0,GOLD_IV,1,17,17331,104,0,84,0,PLATINUM_II,0,16,15684,24,0,20,0,GOLD_IV,36,17,16514,15,0,10,0,SILVER,IV,69,17,16670,21,0,23,0,SILVER_II,75,14,11581,8,0,8,0,SILVER_IV,4,15,13604,31,0,26,0,GOLD_III,69,18,19557,19,0,19,0,GOLD_IV,87,15,14344,12,0,12,0,SILVER_IV,82,13,11356,20,0,29,0,BRONZE_II,50,11,7465
30,0,41,0,SILVER_II,49,12,8580,33,0,43,0,SILVER_II,77,9,6099,8,0,2,0,SILVER_II,34,11,7915,15,0,10,0,SILVER,IV,69,10,7242,11,0,7,0,SILVER_II,71,9,5889,33,0,24,0,GOLD_II,2,10,6952,57,0,54,0,GOLD_III,45,9,6118,6,0,11,0,SILVER_IV,1,10,6553,60,0,63,0,SILVER_I,48,7,4005,350,0,353,0,SILVER_II,30,7,3870
11,0,7,0,SILVER_II,71,15,13172,101,0,97,0,PLATINUM_IV,90,15,13923,101,0,97,0,PLATINUM_IV,90,14,11529,15,0,10,0,SILVER,IV,69,13,10752,36,0,39,0,GOLD_IV,80,13,10305,36,0,39,0,GOLD_IV,80,17,16863,11,0,5,0,SILVER_III,93,18,18700,6,0,5,0,SILVER_IV,57,16,16163,11,0,14,0,BRONZE_II,69,13,10345,35,0,39,0,GOLD_III,0,15,13501
36,0,8,0,GOLD_II,56,16,14806,6,0,8,0,BRONZE_I,27,14,11644,72,0,85,0,SILVER_I,25,15,13694,15,0,10,0,SILVER,IV,69,16,15212,12,0,9,0,SILVER_IV,0,15,13194,40,0,28,0,GOLD_II,0,14,12157,70,0,71,0,GOLD_III,32,14,11528,57,0,44,0,PLATINUM_IV,28,14,11828,15,0,19,0,BRONZE_I,40,12,9022,10,0,9,0,SILVER_III,57,11,7644
77,0,96,0,BRONZE_II,30,13,10463,58,0,61,0,SILVER_II,23,14,12101,4,0,8,0,GOLD_IV,48,15,13685,21,0,20,0,SILVER,IV,94,13,11223,27,0,26,0,SILVER_II,44,13,10124,224,0,212,0,SILVER_IV,72,14,11701,24,0,15,0,GOLD_IV,1,13,10407,24,0,28,0,SILVER_III,36,13,10971,25,0,32,0,SILVER_IV,69,12,8825,44,0,44,0,BRONZE_I,81,11,8055
23,0,32,0,SILVER_IV,27,14,12179,38,0,56,0,SILVER_III,39,12,9789,63,0,69,0,SILVER_III,80,15,14141,21,0,20,0,SILVER,IV,94,14,12378,18,0,24,0,SILVER_III,70,11,8280,13,0,21,0,SILVER_III,19,14,11629,55,0,65,0,SILVER_IV,62,11,7753,28,0,37,0,SILVER_IV,55,12,9269,28,0,34,0,SILVER_II,45,10,6890,52,0,60,0,SILVER_III,36,9,6058
12,0,12,0,BRONZE_I,35,13,11190,50,0,59,0,BRONZE_II,96,12,8701,116,0,103,0,SILVER_II,22,13,10860,21,0,20,0,SILVER,IV,94,13,11008,80,0,89,0,SILVER_III,0,11,7744,7,0,7,0,BRONZE_II,44,12,9381,31,0,35,0,BRONZE_II,69,12,8692,22,0,25,0,SILVER_I,66,13,10989,47,0,51,0,SILVER_IV,30,10,7123,17,0,25,0,BRONZE_I,41,10,6852
68,0,68,0,GOLD_IV,11,11,7676,24,0,25,0,BRONZE_I,84,11,7854,20,0,17,0,BRONZE_I,57,13,10294,21,0,20,0,SILVER,IV,94,11,8552,22,0,39,0,SILVER_IV,0,10,7195,140,0,143,0,SILVER_III,67,13,10678,11,0,14,0,SILVER_II,0,11,8283,21,0,20,0,SILVER_II,30,14,11663,13,0,13,0,SILVER_IV,43,13,10965,49,0,42,0,SILVER_III,52,11,7538
140,0,139,0,SILVER_IV,51,17,18070,140,0,139,0,SILVER_IV,51,18,19186,39,0,29,0,SILVER_II,83,18,19385,21,0,20,0,SILVER,IV,94,16,15542,14,0,15,0,SILVER_IV,28,15,13402,6,0,12,0,BRONZE_II,1,14,11941,6,0,10,0,BRONZE_II,14,16,15189,33,0,17,0,GOLD_IV,1,17,18296,21,0,14,0,SILVER_IV,48,16,15068,123,0,111,0,GOLD_IV,0,15,13749
50,0,65,0,SILVER,IV,92,17,16860,26,0,45,0,BRONZE_III,56,15,13655,45,0,38,0,BRONZE_I,48,17,17462,126,0,122,0,SILVER_III,96,16,14957,123,0,133,0,SILVER_IV,28,15,13383,96,0,104,0,BRONZE_II,7,15,14060,125,0,136,0,SILVER_III,42,15,14270,131,0,141,0,SILVER_III,75,17,16907,42,0,56,0,BRONZE_I,32,16,16263,39,0,53,0,BRONZE_I,74,15,14376
50,0,65,0,SILVER,IV,92,12,9299,128,0,123,0,SILVER_IV,0,15,13379,315,0,298,0,BRONZE_II,96,13,10618,26,0,45,0,BRONZE_III,56,12,9539,252,0,258,0,BRONZE_I,70,11,7973,157,0,174,0,SILVER_II,17,15,13893,486,0,506,0,BRONZE_IV,0,14,11483,116,0,113,0,SILVER_IV,33,14,12650,25,0,32,0,BRONZE_IV,75,14,12118,131,0,129,0,SILVER_II,61,14,12069
50,0,65,0,SILVER,IV,92,12,8693,253,0,252,0,SILVER_III,16,11,7744,26,0,45,0,BRONZE_III,56,10,6797,26,0,43,0,BRONZE_II,42,9,6011,112,0,112,0,SILVER_IV,76,11,7380,55,0,72,0,SILVER_IV,41,12,9102,63,0,71,0,SILVER_II,28,13,9960,132,0,136,0,SILVER_III,55,13,10278,136,0,145,0,SILVER_IV,45,11,7755,111,0,123,0,SILVER_IV,48,11,7967
50,0,65,0,SILVER,IV,92,16,16357,26,0,45,0,BRONZE_III,56,16,14794,40,0,52,0,BRONZE_I,35,15,13984,359,0,363,0,SILVER_IV,42,16,14872,236,0,227,0,SILVER_II,0,14,11450,88,0,72,0,SILVER_IV,76,18,18360,103,0,80,0,SILVER_III,73,14,12392,229,0,222,0,SILVER_IV,59,15,13316,55,0,59,0,BRONZE_III,32,15,14488,117,0,115,0,SILVER_I,56,15,13064
50,0,65,0,SILVER,IV,92,18,21802,78,0,75,0,SILVER_III,61,18,29093,26,0,45,0,BRONZE_III,56,18,22354,12,0,25,0,BRONZE_II,75,18,25214,12,0,16,0,SILVER_IV,46,18,21814,263,0,268,0,SILVER_III,62,18,28752,29,0,21,0,SILVER_I,82,18,28247,133,0,129,0,BRONZE_II,16,18,30854,11,0,9,0,SILVER_IV,51,18,31044,28,0,29,0,SILVER_III,37,18,20808
206,0,220,0,BRONZE_IV,25,15,14254,187,0,226,0,BRONZE_II,30,15,14458,342,0,334,0,SILVER_IV,18,17,17126,96,0,80,0,SILVER_III,74,15,13631,23,0,21,0,BRONZE_I,40,14,11559,178,0,193,0,SILVER_IV,14,13,10925,143,0,167,0,SILVER,IV,0,13,11105,99,0,108,0,BRONZE_III,75,15,13354,20,0,15,0,SILVER_IV,1,13,11100,13,0,9,0,BRONZE_IV,24,12,8593
166,0,138,0,SILVER_IV,14,17,16907,75,0,85,0,SILVER_IV,56,17,17995,116,0,148,0,BRONZE_IV,0,16,16100,127,0,128,0,SILVER_IV,52,16,15159,116,0,124,0,SILVER_IV,14,14,12655,109,0,131,0,SILVER_IV,51,17,17381,143,0,167,0,SILVER,IV,0,14,13005,152,0,156,0,BRONZE_I,0,14,12569,95,0,116,0,BRONZE_IV,55,15,14439,136,0,138,0,SILVER_IV,0,14,11627
100,0,100,0,SILVER_II,94,17,16630,191,0,189,0,BRONZE_I,34,16,15380,39,0,33,0,SILVER_IV,31,16,14825,233,0,219,0,SILVER_IV,0,15,14393,122,0,122,0,SILVER_III,2,14,12542,388,0,399,0,SILVER_IV,27,15,14641,143,0,167,0,SILVER,IV,0,13,10157,177,0,206,0,SILVER_III,29,15,13762,192,0,185,0,SILVER_IV,23,15,14235,118,0,113,0,SILVER_IV,51,12,9374
266,0,268,0,SILVER_IV,42,14,12157,219,0,232,0,SILVER_IV,11,12,8688,184,0,196,0,SILVER_II,36,14,11979,94,0,101,0,BRONZE_I,89,12,9454,55,0,60,0,SILVER_IV,27,11,8395,102,0,105,0,SILVER_III,22,13,10583,143,0,167,0,SILVER,IV,0,14,12975,156,0,174,0,SILVER_IV,62,11,8208,28,0,36,0,SILVER_IV,4,13,10401,34,0,23,0,SILVER_IV,44,10,6783
240,0,261,0,IRON_III,99,15,14612,24,0,22,0,GOLD_IV,8,16,15589,254,0,246,0,SILVER_IV,75,16,15663,164,0,167,0,BRONZE_II,21,15,13188,51,0,49,0,SILVER_IV,0,13,11148,195,0,212,0,SILVER_IV,13,15,13692,143,0,167,0,SILVER,IV,0,13,11130,77,0,90,0,SILVER_III,8,13,10931,118,0,124,0,SILVER_IV,4,13,10809,120,0,136,0,SILVER_IV,0,13,10563
230,0,250,0,SILVER_IV,22,12,9096,154,0,160,0,SILVER_III,50,13,10502,132,0,127,0,SILVER,IV,15,15,13424,263,0,297,0,SILVER_IV,0,13,10155,138,0,128,0,SILVER_III,48,11,7659,117,0,139,0,SILVER_IV,5,16,14771,192,0,196,0,SILVER_IV,17,15,13245,155,0,144,0,GOLD_IV,2,14,12059,285,0,288,0,SILVER_IV,17,14,12219,141,0,143,0,SILVER_III,45,14,11550
343,0,347,0,SILVER_IV,51,16,15652,503,0,494,0,SILVER_IV,0,14,11489,132,0,127,0,SILVER,IV,15,14,12028,258,0,265,0,SILVER_IV,44,14,12879,540,0,577,0,BRONZE_III,57,12,9572,213,0,220,0,SILVER_IV,18,14,12291,118,0,124,0,BRONZE_I,41,13,10312,41,0,40,0,BRONZE_I,0,11,8445,538,0,550,0,SILVER_IV,20,13,10517,91,0,84,0,SILVER_IV,0,12,9486
68,0,72,0,SILVER_IV,14,15,14184,26,0,27,0,BRONZE_I,14,16,15591,132,0,127,0,SILVER,IV,15,15,14260,94,0,87,0,BRONZE_I,66,14,12566,94,0,94,0,SILVER_III,31,14,11822,215,0,215,0,BRONZE_I,14,15,13047,709,0,720,0,SILVER_IV,24,14,12320,388,0,378,0,SILVER_III,36,16,15253,17,0,18,0,BRONZE_II,75,14,11775,24,0,25,0,BRONZE_II,23,12,9279
123,0,122,0,BRONZE_III,31,11,8524,75,0,78,0,SILVER_III,17,14,11489,132,0,127,0,SILVER,IV,15,12,9371,192,0,190,0,SILVER_IV,79,12,9754,197,0,191,0,SILVER_IV,21,12,9065,331,0,322,0,SILVER_III,0,17,17057,503,0,493,0,SILVER_IV,21,13,10661,332,0,312,0,BRONZE_II,37,14,12124,428,0,389,0,SILVER_II,15,10,7100,240,0,244,0,SILVER_IV,0,11,8019
497,0,533,0,SILVER_IV,11,18,28926,97,0,95,0,BRONZE_III,13,18,23726,132,0,127,0,SILVER,IV,15,18,30365,117,0,134,0,SILVER_IV,0,18,34554,323,0,286,0,BRONZE_II,0,18,23415,426,0,403,0,BRONZE_I,55,18,34948,74,0,163,0,BRONZE_IV,23,18,28919,119,0,128,0,BRONZE_II,74,18,28865,119,0,111,0,BRONZE_I,25,18,35567,358,0,362,0,BRONZE_I,12,18,23519
232,0,230,0,SILVER_IV,22,18,19709,322,0,336,0,SILVER_IV,0,16,15093,162,0,148,0,SILVER,IV,58,17,18054,200,0,221,0,SILVER_IV,25,16,15494,88,0,83,0,SILVER_II,29,15,13463,269,0,246,0,SILVER_IV,75,17,18273,447,0,430,0,SILVER_IV,57,14,12879,135,0,154,0,SILVER_IV,13,16,14934,64,0,57,0,SILVER_II,0,15,13556,44,0,45,0,BRONZE_I,16,13,10870
